,tune,chords,notes
1878,1878,"[('1', 'Em7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'Ebm7#11'), ('1', 'Abm7')]","[65.0, 60.0, 62.0, 65.0, 57.0, 58.0, 63.0, 62.0]"
1879,1879,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'Ebm7'), ('2', 'Ab7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'B7')]","[65.0, 62.0, 61.0, 56.0, 53.0, 56.0, 57.0, 60.0, 64.0, 67.0, 64.0, 65.0]"
1880,1880,"[('1', 'Em7'), ('1', 'Am7'), ('1', 'Ebm7#11'), ('2', 'Fm7'), ('2', 'Bb7'), ('2', 'Em7'), ('2', 'Bbm7')]","[65.0, 65.0, 62.0, 63.0, 64.0, 61.0, 58.0]"
1881,1881,"[('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'Bbm7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7#11')]","[65.0, 63.0, 60.0, 66.0, 62.0, 60.0, 64.0]"
1882,1882,"[('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cmaj7'), ('2', 'Gb7#11'), ('1', 'Fm7'), ('2', 'Em7'), ('2', 'Edim7'), ('2', 'Dm7'), ('2', 'G7sus'), ('1', 'C6')]","[65.0, 63.0, 62.0, 61.0, 60.0, 55.0, 54.0, 57.0, 58.0, 60.0, 62.0, 65.0, 64.0, 56.0]"
1883,1883,"[('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cmaj7'), ('2', 'Gb7#11'), ('1', 'Fm7'), ('2', 'Em7'), ('2', 'Edim7'), ('2', 'Dm7'), ('2', 'G7sus'), ('1', 'C6')]","[65.0, 63.0, 62.0, 61.0, 59.0, 58.0, 60.0, 63.0, 57.0, 63.0, 69.0, 67.0, 68.0, 65.0]"
1884,1884,"[('2', 'Bbm7'), ('2', 'Em7'), ('2', 'Abmaj7'), ('2', 'Gbm7b9'), ('2', 'Bbm7'), ('2', 'Em7'), ('1', 'Abmaj7'), ('2', 'Cm6'), ('2', 'Am7b5'), ('4', 'Dm7b5'), ('4', 'G7'), ('2', 'Cm7'), ('2', 'Fm7'), ('2', 'Fm7'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 69.0, 72.0, 72.0, 70.0, 68.0, 67.0, 67.0, 67.0, 65.0, 67.0, 70.0, 72.0, 68.0, 71.0, 73.0]"
1885,1885,"[('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cmaj7'), ('2', 'Gb7#11'), ('1', 'Fm7'), ('2', 'Em7'), ('2', 'Edim7'), ('2', 'Dm7'), ('2', 'G7sus'), ('1', 'C6')]","[65.0, 67.0, 70.0, 69.0, 67.0, 64.0, 64.0, 64.0, 64.0, 64.0, 60.0, 64.0, 67.0, 71.0]"
1886,1886,"[('1', 'B7#5'), ('1', 'B7#5'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'B7#5'), ('1', 'B7#5'), ('1', 'Bbmaj7#11'), ('1', 'Bbmaj7#11'), ('1', 'A7#5'), ('1', 'Bm7#11'), ('1', 'B7#5'), ('2', 'Cmaj7'), ('2', 'Bbmaj7')]","[65.0, 63.0, 62.0, 60.0, 62.0, 61.0, 60.0, 59.0, 57.0, 62.0, 64.0, 66.0, 68.0]"
1887,1887,"[('1', 'B7#5'), ('1', 'B7#5'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'B7#5'), ('1', 'B7#5'), ('1', 'Bbmaj7#11'), ('1', 'Bbmaj7#11'), ('1', 'A7#5'), ('1', 'Bm7#11'), ('1', 'B7#5'), ('2', 'Cmaj7'), ('2', 'Bbmaj7')]","[65.0, 68.0, 70.0, 73.0, 76.0, 75.0, 74.0, 70.0, 67.0, 63.0, 65.0, 67.0, 66.0]"
1888,1888,"[('1', 'Cm6'), ('2', 'Gm7b5'), ('2', 'C7b9'), ('1', 'Fm6'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm7'), ('1', 'Fm7')]","[65.0, 63.0, 60.0, 67.0, 64.0, 60.0, 62.0, 63.0]"
1889,1889,"[('1', 'Cm6'), ('2', 'Gm7b5'), ('2', 'C7b9'), ('1', 'Fm6'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm7'), ('1', 'Fm7')]","[65.0, 69.0, 67.0, 65.0, 63.0, 65.0, 61.0, 59.0]"
1890,1890,"[('2', 'Fm'), ('2', 'FmM7'), ('2', 'Fm7'), ('2', 'Bb7'), ('1', 'Ebmaj7'), ('2', 'Gm7'), ('2', 'C7b9'), ('2', 'Fm'), ('2', 'FmM7'), ('2', 'Fm7'), ('2', 'Bb7'), ('1', 'Ebmaj7'), ('1', 'Ebmaj7'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Ebm7'), ('1', 'Ab7'), ('1', 'Dm7b5'), ('1', 'G7b13')]","[65.0, 67.0, 69.0, 69.0, 71.0, 69.0, 70.0, 63.0, 65.0, 63.0, 60.0, 62.0, 60.0, 65.0, 67.0, 68.0, 67.0, 70.0, 72.0, 72.0, 68.0]"
1891,1891,"[('1', 'Cm6'), ('2', 'Gm7b5'), ('2', 'C7b9'), ('1', 'Fm6'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm7'), ('1', 'Fm7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm6')]","[65.0, 67.0, 69.0, 67.0, 65.0, 63.0, 67.0, 68.0, 66.0, 67.0, 70.0]"
1892,1892,"[('1', 'C6'), ('1', 'C6'), ('1', 'Ebdim7'), ('1', 'Ebdim7'), ('1', 'Dm7'), ('1', 'G7sus'), ('1', 'Cmaj7'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Bm7'), ('1', 'Em6'), ('1', 'D7b9'), ('1', 'G7'), ('1', 'G7')]","[65.0, 67.0, 69.0, 67.0, 76.0, 79.0, 77.0, 75.0, 72.0, 68.0, 76.0, 71.0, 67.0, 70.0, 67.0, 65.0]"
1893,1893,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Gbm13'), ('1', 'Gbm13'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Gbm7b5'), ('1', 'B7b9'), ('1', 'Em7'), ('1', 'E/C'), ('1', 'Em6'), ('2', 'E/C'), ('2', 'Em'), ('1', 'Dm7'), ('1', 'Bm/D'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 67.0, 65.0, 69.0, 72.0, 74.0, 75.0, 70.0, 69.0, 67.0, 65.0, 63.0, 62.0, 61.0, 60.0, 59.0, 55.0]"
1894,1894,"[('1', 'C6'), ('1', 'C6'), ('1', 'Ebdim7'), ('1', 'Ebdim7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 63.0, 61.0, 58.0, 57.0, 55.0, 56.0, 58.0, 54.0]"
1895,1895,"[('1', 'Am7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'Am7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Fmaj7')]","[65.0, 67.0, 70.0, 68.0, 65.0, 68.0, 65.0, 66.0, 65.0, 60.0, 58.0, 57.0]"
1896,1896,"[('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('2', 'Bm7b5'), ('2', 'E7b9')]","[65.0, 67.0, 68.0, 68.0, 67.0, 65.0, 67.0, 67.0, 69.0, 67.0]"
1897,1897,"[('1', 'Am7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'Am7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Fmaj7')]","[65.0, 65.0, 67.0, 69.0, 67.0, 65.0, 64.0, 65.0, 72.0, 71.0, 70.0, 68.0]"
1898,1898,"[('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dbm6'), ('2', 'Bm7b5'), ('2', 'E7b9')]","[65.0, 68.0, 67.0, 66.0, 63.0, 64.0, 65.0, 67.0, 63.0]"
1899,1899,"[('1', 'Am7'), ('2', 'Gm7'), ('2', 'C7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'FmM7'), ('1', 'Em7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Dm7/C'), ('2', 'Bm7b5'), ('2', 'E7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 63.0, 62.0, 66.0, 71.0, 65.0, 61.0, 64.0, 66.0, 67.0, 69.0, 65.0, 62.0, 63.0, 55.0, 57.0, 60.0, 60.0, 61.0, 63.0, 65.0, 65.0]"
1900,1900,"[('1', 'Cmaj7'), ('1', 'Gb7#11'), ('1', 'F7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'Dm7/C'), ('1', 'Bm7b5'), ('1', 'E7b9'), ('2', 'Am7'), ('2', 'Am7'), ('2', 'Gm7'), ('2', 'C7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('2', 'Em7'), ('2', 'Ebm7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Abmaj7'), ('1', 'Abmaj7')]","[65.0, 62.0, 64.0, 60.0, 55.0, 54.0, 55.0, 57.0, 60.0, 64.0, 62.0, 61.0, 64.0, 65.0, 76.0, 76.0, 74.0, 73.0, 72.0, 71.0, 72.0]"
1901,1901,"[('1', 'Cmaj7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Gbm7'), ('1', 'Cmaj7'), ('2', 'Am7'), ('2', 'G7sus'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'B7b9'), ('1', 'Em7'), ('2', 'C7'), ('2', 'B7sus'), ('1', 'Em7'), ('1', 'A7#5')]","[65.0, 65.0, 62.0, 74.0, 74.0, 74.0, 74.0, 72.0, 73.0, 74.0, 72.0, 70.0, 68.0, 66.0, 69.0, 73.0, 74.0, 68.0, 70.0, 66.0, 62.0, 58.0]"
1902,1902,"[('2', 'Dm'), ('2', 'DmM7'), ('2', 'Dm7'), ('2', 'Dm6'), ('1', 'Dm7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Am7'), ('2', 'D7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 60.0, 65.0, 72.0, 65.0, 72.0, 73.0, 70.0, 73.0, 72.0, 69.0, 70.0, 69.0]"
1903,1903,"[('1', 'Cmaj7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 65.0, 65.0, 67.0, 64.0, 64.0, 67.0, 67.0, 64.0, 61.0, 60.0, 58.0]"
1904,1904,"[('1', 'Em7'), ('1', 'A7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 67.0, 70.0, 68.0, 71.0, 72.0, 68.0, 67.0]"
1905,1905,"[('1', 'Em7'), ('1', 'A7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 63.0, 60.0, 72.0, 66.0, 69.0, 66.0, 63.0]"
1906,1906,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Em7b5'), ('1', 'A7'), ('1', 'Gbm7b5'), ('2', 'Dm7b5'), ('2', 'G7#9'), ('1', 'Cmaj7'), ('1', 'F7')]","[65.0, 64.0, 62.0, 65.0, 62.0, 59.0, 60.0, 62.0, 70.0]"
1907,1907,"[('1', 'Em7'), ('1', 'A7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 69.0, 71.0, 73.0, 74.0, 70.0, 67.0, 70.0]"
1908,1908,"[('1', 'Cmaj7'), ('1', 'A7b13'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Cmaj7'), ('1', 'A7b13'), ('1', 'Dm7'), ('1', 'E7b9'), ('1', 'Am7'), ('1', 'Am7'), ('1', 'Bm7b5'), ('1', 'E7b9'), ('1', 'Am7'), ('1', 'Am7'), ('1', 'Bm7b5'), ('1', 'E7b9')]","[65.0, 68.0, 65.0, 64.0, 62.0, 59.0, 61.0, 63.0, 65.0, 73.0, 72.0, 70.0, 65.0, 68.0, 65.0, 66.0]"
1909,1909,"[('1', 'Am7'), ('1', 'Am7'), ('1', 'Gbm7b5'), ('1', 'Gbm7b5'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Am7/E'), ('1', 'Am7/E'), ('1', 'Gbm7b5'), ('1', 'Gbm7b5'), ('1', 'B7b9'), ('1', 'B7b9'), ('1', 'E7'), ('1', 'A7b9'), ('1', 'Dm7'), ('1', 'Abm7')]","[65.0, 63.0, 62.0, 63.0, 64.0, 65.0, 67.0, 69.0, 62.0, 63.0, 60.0, 61.0, 63.0, 58.0, 54.0, 61.0]"
1910,1910,"[('1', 'Cmaj7'), ('1', 'A7b13'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Cmaj7'), ('1', 'A7b13'), ('1', 'Dm7'), ('1', 'E7b9'), ('1', 'Am7'), ('1', 'Am7'), ('1', 'Bm7b5'), ('1', 'E7b9'), ('1', 'Am7'), ('1', 'Am7'), ('1', 'Bm7b5'), ('1', 'E7b9')]","[65.0, 67.0, 65.0, 62.0, 64.0, 62.0, 67.0, 65.0, 67.0, 64.0, 69.0, 70.0, 66.0, 67.0, 63.0, 60.0]"
1911,1911,"[('1', 'Am7'), ('1', 'Am7'), ('1', 'Gbm7b5'), ('1', 'Fmaj7'), ('1', 'Em7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Ebdim7'), ('1', 'Dbm6/E'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'Dm7'), ('1', 'Abm7')]","[65.0, 69.0, 63.0, 68.0, 65.0, 63.0, 62.0, 57.0, 53.0, 55.0, 58.0, 60.0, 62.0, 63.0, 67.0, 72.0]"
1912,1912,"[('2', 'A7'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'A7'), ('2', 'D7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'E7'), ('2', 'A7'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'A7'), ('2', 'D7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Dbm7')]","[65.0, 68.0, 67.0, 66.0, 67.0, 63.0, 58.0, 61.0, 60.0, 57.0, 53.0, 57.0, 62.0, 64.0, 65.0, 63.0]"
1913,1913,"[('2', 'Gbm6'), ('2', 'Gbdim7'), ('2', 'Dbm6'), ('2', 'Dbm7'), ('2', 'Gbm6'), ('2', 'Gbdim7'), ('2', 'Bm7b5'), ('2', 'E7'), ('2', 'A7'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'A7'), ('2', 'D7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('4', 'Gbm7'), ('4', 'E7')]","[65.0, 62.0, 60.0, 57.0, 58.0, 70.0, 65.0, 63.0, 61.0, 64.0, 67.0, 65.0, 64.0, 67.0, 72.0, 71.0, 69.0]"
1914,1914,"[('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('4', 'Bm7b5'), ('4', 'E7'), ('2', 'Am7'), ('2', 'Am7'), ('2', 'G/C'), ('4', 'Em7'), ('4', 'Ebm7'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 64.0, 63.0, 62.0, 61.0, 58.0, 69.0, 72.0, 70.0, 69.0, 68.0, 66.0, 68.0, 65.0, 61.0, 57.0]"
1915,1915,"[('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('4', 'Bm7b5'), ('4', 'E7'), ('2', 'Am7'), ('2', 'Am7'), ('2', 'G/C'), ('4', 'Em7'), ('4', 'Ebm7'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 67.0, 64.0, 65.0, 63.0, 65.0, 67.0, 70.0, 72.0, 75.0, 79.0, 75.0, 77.0, 67.0, 70.0, 67.0]"
1916,1916,"[('2', 'Emaj7'), ('2', 'Fdim7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Emaj7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Emaj7'), ('2', 'Fdim7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'E7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 69.0, 67.0, 71.0, 69.0, 68.0, 76.0, 67.0, 76.0, 72.0, 68.0, 70.0, 65.0, 58.0, 60.0, 58.0]"
1917,1917,"[('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('4', 'Bm7b5'), ('4', 'E7'), ('2', 'Am7'), ('2', 'Am7'), ('2', 'G/C'), ('4', 'Em7'), ('4', 'Ebm7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('4', 'Dm7'), ('4', 'G7')]","[65.0, 62.0, 64.0, 65.0, 67.0, 63.0, 67.0, 66.0, 65.0, 64.0, 63.0, 61.0, 63.0, 59.0, 55.0, 56.0, 58.0, 55.0, 58.0]"
1918,1918,"[('2', 'Dm7/G'), ('2', 'G7'), ('2', 'Dm7/G'), ('2', 'G7'), ('2', 'C6'), ('2', 'Dm7'), ('2', 'Ebdim7'), ('2', 'E/C'), ('2', 'Dm7/G'), ('2', 'G7'), ('2', 'Dm7/G'), ('2', 'G7'), ('2', 'C6'), ('2', 'Dm7'), ('2', 'Ebdim7'), ('2', 'E/C')]","[65.0, 69.0, 72.0, 76.0, 73.0, 70.0, 66.0, 67.0, 69.0, 72.0, 77.0, 75.0, 73.0, 72.0, 70.0, 72.0]"
1919,1919,"[('2', 'Cmaj7'), ('2', 'B7#5'), ('2', 'Bm7'), ('2', 'A7'), ('2', 'Dm7b5'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Bbm7'), ('1', 'Em7'), ('1', 'D7'), ('2', 'Dm11'), ('2', 'G7')]","[65.0, 69.0, 72.0, 76.0, 75.0, 73.0, 75.0, 77.0, 78.0, 77.0, 75.0, 73.0]"
1920,1920,"[('2', 'Dm7/G'), ('2', 'G7'), ('2', 'Dm7/G'), ('2', 'G7'), ('2', 'C6'), ('2', 'Dm7'), ('2', 'Ebdim7'), ('2', 'E/C'), ('2', 'Dm7/G'), ('2', 'G7'), ('2', 'Dm7/G'), ('2', 'G7'), ('1', 'Em11'), ('1', 'A7')]","[65.0, 63.0, 60.0, 67.0, 65.0, 69.0, 70.0, 70.0, 70.0, 68.0, 66.0, 64.0, 66.0, 67.0]"
1921,1921,"[('1', 'Dm7'), ('1', 'Bm9#11'), ('2', 'Cmaj7'), ('2', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('2', 'G7sus'), ('2', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 63.0, 62.0, 62.0, 62.0, 62.0, 62.0, 64.0, 67.0, 64.0, 62.0]"
1922,1922,"[('2', 'Cmaj7'), ('2', 'Dbdim'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Cmaj7'), ('2', 'Edim'), ('1', 'Dm7'), ('1', 'Abm7')]","[65.0, 63.0, 65.0, 66.0, 67.0, 69.0, 71.0, 72.0, 74.0]"
1923,1923,"[('2', 'Cmaj7'), ('2', 'Dbdim'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Cmaj7'), ('2', 'Edim'), ('1', 'Dm7'), ('1', 'Abm7')]","[65.0, 67.0, 63.0, 68.0, 71.0, 70.0, 66.0, 65.0, 63.0]"
1924,1924,"[('1', 'Fmaj7'), ('2', 'Dm7'), ('2', 'Abm9#5'), ('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'Abm7'), ('2', 'E7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Abm7#5')]","[65.0, 67.0, 70.0, 67.0, 65.0, 67.0, 70.0, 68.0, 67.0, 66.0, 62.0]"
1925,1925,"[('2', 'Cmaj7'), ('2', 'Dbdim'), ('1', 'Dm7'), ('2', 'Abm7'), ('2', 'Abm9#5'), ('1', 'Cmaj7'), ('2', 'Cmaj7'), ('2', 'Edim'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'Abm7')]","[65.0, 62.0, 64.0, 65.0, 62.0, 64.0, 67.0, 69.0, 62.0, 62.0, 59.0, 58.0, 57.0]"
1926,1926,"[('1', 'Cmaj7'), ('1', 'Cdim7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 62.0, 57.0, 55.0, 53.0, 50.0, 55.0, 50.0]"
1927,1927,"[('1', 'Cmaj7'), ('1', 'Cdim7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 65.0, 61.0, 62.0, 63.0, 65.0, 63.0, 60.0]"
1928,1928,"[('2', 'Dm7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'E7'), ('1', 'Am7'), ('1', 'D7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'G7'), ('2', 'Dm7'), ('1', 'G7')]","[65.0, 67.0, 68.0, 67.0, 66.0, 65.0, 61.0, 58.0, 58.0, 61.0, 62.0, 64.0, 69.0]"
1929,1929,"[('1', 'Cmaj7'), ('1', 'Cdim'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Bm7'), ('1', 'Cmaj7')]","[65.0, 63.0, 65.0, 73.0, 68.0, 72.0, 73.0, 74.0, 73.0, 72.0, 70.0]"
1930,1930,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'C7'), ('2', 'B7'), ('2', 'Bb7'), ('2', 'A7'), ('1', 'D7'), ('1', 'G7')]","[65.0, 62.0, 61.0, 65.0, 68.0, 70.0, 72.0, 74.0]"
1931,1931,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'C7'), ('2', 'B7'), ('2', 'Bb7'), ('2', 'A7'), ('1', 'D7'), ('1', 'G7')]","[65.0, 67.0, 65.0, 62.0, 67.0, 63.0, 60.0, 56.0]"
1932,1932,"[('2', 'Am7'), ('2', 'E7'), ('2', 'C7'), ('2', 'Fmaj7'), ('2', 'F7'), ('2', 'E7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Gmaj7'), ('2', 'D7'), ('2', 'Gmaj7'), ('2', 'Adim'), ('2', 'Am7'), ('2', 'D7'), ('1', 'G7')]","[65.0, 63.0, 70.0, 75.0, 77.0, 82.0, 77.0, 75.0, 72.0, 67.0, 64.0, 60.0, 65.0, 60.0, 56.0]"
1933,1933,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'C7'), ('2', 'B7'), ('2', 'Bb7'), ('2', 'A7'), ('1', 'D7'), ('1', 'G7'), ('1', 'Cmaj7'), ('2', 'Cmaj7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'C7'), ('2', 'B7'), ('2', 'Bb7'), ('2', 'A7'), ('1', 'D7'), ('1', 'D7'), ('1', 'Fm7'), ('1', 'Fm7'), ('2', 'D7'), ('2', 'G7'), ('1', 'Cmaj7')]","[65.0, 69.0, 67.0, 65.0, 60.0, 60.0, 65.0, 60.0, 62.0, 63.0, 62.0, 60.0, 59.0, 58.0, 57.0, 55.0, 55.0, 62.0, 65.0, 69.0, 72.0, 69.0, 70.0, 67.0]"
1934,1934,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Edim7'), ('1', 'Dm7'), ('1', 'A7')]","[65.0, 65.0, 62.0, 63.0, 65.0, 64.0, 63.0, 61.0]"
1935,1935,"[('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 63.0, 60.0, 63.0, 65.0, 67.0, 69.0, 65.0]"
1936,1936,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Edim7'), ('1', 'Dm7'), ('1', 'A7')]","[65.0, 69.0, 68.0, 66.0, 63.0, 68.0, 63.0, 68.0]"
1937,1937,"[('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('1', 'C6')]","[65.0, 67.0, 69.0, 72.0, 70.0, 67.0, 62.0, 72.0, 74.0, 71.0]"
1938,1938,"[('2', 'Cmaj7'), ('2', 'C7/E'), ('2', 'Gbm7#5'), ('2', 'E7b13'), ('2', 'Am7'), ('2', 'C7/G'), ('2', 'Fm6'), ('2', 'G7b13'), ('2', 'Cm'), ('2', 'Cm7'), ('1', 'Am7')]","[65.0, 64.0, 74.0, 73.0, 71.0, 72.0, 71.0, 69.0, 69.0, 67.0, 66.0]"
1939,1939,"[('2', 'Cmaj7'), ('2', 'C7/E'), ('2', 'Gbm7#5'), ('2', 'E7b13'), ('2', 'Am7'), ('2', 'C7/G'), ('2', 'Fm6'), ('2', 'G7b13'), ('2', 'Cm'), ('2', 'Cm7'), ('1', 'Am7')]","[65.0, 64.0, 67.0, 72.0, 70.0, 75.0, 77.0, 75.0, 75.0, 45.0, 75.0]"
